'Date: 2017-03-14, 20:57:40; CurPage: /ajax/ajax_add2basket.php; IP: 217.165.183.49; UserID: ; OrderStatus: A; OrderID: 61767;'
'Date: 2017-03-14, 20:57:40; CurPage: /ajax/ajax_add2basket.php; IP: 217.165.183.49; UserID: ; OrderStatus: A; OrderID: 61770;'
'Date: 2017-03-14, 20:57:40; CurPage: /ajax/ajax_add2basket.php; IP: 217.165.183.49; UserID: ; OrderStatus: A; OrderID: 61772;'
'Date: 2017-03-14, 20:57:40; CurPage: /ajax/ajax_add2basket.php; IP: 217.165.183.49; UserID: ; OrderStatus: A; OrderID: 61774;'
'Date: 2017-03-14, 20:57:40; CurPage: /ajax/ajax_add2basket.php; IP: 217.165.183.49; UserID: ; OrderStatus: A; OrderID: 61779;'
'Date: 2017-03-14, 20:57:40; CurPage: /ajax/ajax_add2basket.php; IP: 217.165.183.49; UserID: ; OrderStatus: A; OrderID: 61782;'
'Date: 2017-03-14, 20:57:41; CurPage: /ajax/ajax_add2basket.php; IP: 217.165.183.49; UserID: ; OrderStatus: A; OrderID: 61783;'
'Date: 2017-03-14, 20:57:41; CurPage: /ajax/ajax_add2basket.php; IP: 217.165.183.49; UserID: ; OrderStatus: I; OrderID: 61787;'
'Date: 2017-03-14, 20:57:41; CurPage: /ajax/ajax_add2basket.php; IP: 217.165.183.49; UserID: ; OrderStatus: A; OrderID: 61791;'
'Date: 2017-03-14, 20:57:41; CurPage: /ajax/ajax_add2basket.php; IP: 217.165.183.49; UserID: ; OrderStatus: A; OrderID: 61793;'
'Date: 2017-03-14, 20:57:41; CurPage: /ajax/ajax_add2basket.php; IP: 217.165.183.49; UserID: ; OrderStatus: A; OrderID: 61800;'
'Date: 2017-03-14, 20:57:41; CurPage: /ajax/ajax_add2basket.php; IP: 217.165.183.49; UserID: ; OrderStatus: A; OrderID: 61804;'
'Date: 2017-03-14, 20:57:41; CurPage: /ajax/ajax_add2basket.php; IP: 217.165.183.49; UserID: ; OrderStatus: A; OrderID: 61805;'
'Date: 2017-03-14, 20:57:41; CurPage: /ajax/ajax_add2basket.php; IP: 217.165.183.49; UserID: ; OrderStatus: A; OrderID: 61811;'
'Date: 2017-03-14, 20:57:41; CurPage: /ajax/ajax_add2basket.php; IP: 217.165.183.49; UserID: ; OrderStatus: A; OrderID: 61812;'
'Date: 2017-03-14, 20:57:41; CurPage: /ajax/ajax_add2basket.php; IP: 217.165.183.49; UserID: ; OrderStatus: A; OrderID: 61817;'
'Date: 2017-03-14, 20:57:41; CurPage: /ajax/ajax_add2basket.php; IP: 217.165.183.49; UserID: ; OrderStatus: A; OrderID: 61818;'
'Date: 2017-03-14, 20:57:42; CurPage: /ajax/ajax_add2basket.php; IP: 217.165.183.49; UserID: ; OrderStatus: F; OrderID: 61819;'
'Date: 2017-03-14, 20:57:42; CurPage: /ajax/ajax_add2basket.php; IP: 217.165.183.49; UserID: ; OrderStatus: A; OrderID: 61821;'
'Date: 2017-03-14, 20:57:42; CurPage: /ajax/ajax_add2basket.php; IP: 217.165.183.49; UserID: ; OrderStatus: A; OrderID: 61822;'
'Date: 2017-03-14, 20:57:42; CurPage: /ajax/ajax_add2basket.php; IP: 217.165.183.49; UserID: ; OrderStatus: F; OrderID: 61832;'
'Date: 2017-03-14, 20:57:42; CurPage: /ajax/ajax_add2basket.php; IP: 217.165.183.49; UserID: ; OrderStatus: A; OrderID: 61836;'
'Date: 2017-03-14, 20:57:42; CurPage: /ajax/ajax_add2basket.php; IP: 217.165.183.49; UserID: ; OrderStatus: A; OrderID: 61837;'
'Date: 2017-03-14, 20:57:43; CurPage: /ajax/ajax_add2basket.php; IP: 217.165.183.49; UserID: ; OrderStatus: A; OrderID: 61842;'
'Date: 2017-03-14, 20:57:43; CurPage: /ajax/ajax_add2basket.php; IP: 217.165.183.49; UserID: ; OrderStatus: A; OrderID: 61845;'
'Date: 2017-03-14, 20:57:43; CurPage: /ajax/ajax_add2basket.php; IP: 217.165.183.49; UserID: ; OrderStatus: A; OrderID: 61846;'
'Date: 2017-03-14, 20:57:43; CurPage: /ajax/ajax_add2basket.php; IP: 217.165.183.49; UserID: ; OrderStatus: A; OrderID: 61849;'
'Date: 2017-03-14, 20:57:43; CurPage: /ajax/ajax_add2basket.php; IP: 217.165.183.49; UserID: ; OrderStatus: A; OrderID: 61852;'
'Date: 2017-03-14, 20:57:43; CurPage: /ajax/ajax_add2basket.php; IP: 217.165.183.49; UserID: ; OrderStatus: A; OrderID: 61854;'
'Date: 2017-03-14, 20:57:43; CurPage: /ajax/ajax_add2basket.php; IP: 217.165.183.49; UserID: ; OrderStatus: A; OrderID: 61856;'
'Date: 2017-03-14, 20:57:43; CurPage: /ajax/ajax_add2basket.php; IP: 217.165.183.49; UserID: ; OrderStatus: A; OrderID: 61862;'
'Date: 2017-03-14, 20:57:43; CurPage: /ajax/ajax_add2basket.php; IP: 217.165.183.49; UserID: ; OrderStatus: A; OrderID: 61866;'
'Date: 2017-03-14, 20:57:43; CurPage: /ajax/ajax_add2basket.php; IP: 217.165.183.49; UserID: ; OrderStatus: A; OrderID: 61870;'
'Date: 2017-03-14, 20:57:43; CurPage: /ajax/ajax_add2basket.php; IP: 217.165.183.49; UserID: ; OrderStatus: F; OrderID: 61880;'
'Date: 2017-03-14, 20:57:43; CurPage: /ajax/ajax_add2basket.php; IP: 217.165.183.49; UserID: ; OrderStatus: A; OrderID: 61883;'
'Date: 2017-03-14, 20:57:44; CurPage: /ajax/ajax_add2basket.php; IP: 217.165.183.49; UserID: ; OrderStatus: A; OrderID: 61885;'
'Date: 2017-03-14, 20:57:44; CurPage: /ajax/ajax_add2basket.php; IP: 217.165.183.49; UserID: ; OrderStatus: F; OrderID: 61887;'
'Date: 2017-03-14, 20:57:44; CurPage: /ajax/ajax_add2basket.php; IP: 217.165.183.49; UserID: ; OrderStatus: A; OrderID: 61890;'
